"","ID","noEvents","CP","INTEREST_RATE","CAT","AMOUNT","CARD_TYPE","DELIVERY_SCORE","TXN","TIMES_USED"
"1240",1910,4,44100,47,36,1400,"PLASTIC",3,NA,NA
"1241",1912,6,44620,36,45,3100,"PLASTIC",1,1071.020366494,2
"1242",1913,1,NA,NA,NA,NA,NA,NA,NA,NA
"1243",1914,3,NA,45,49,1100,"DIGITAL",NA,NA,NA
"1244",1915,6,64000,45,39,34400,"PLASTIC",1,11474.4497001,2
"1245",1916,1,NA,NA,NA,NA,NA,NA,NA,NA
"1246",1919,1,NA,NA,NA,NA,NA,NA,NA,NA
"1247",1920,3,NA,NA,NA,NA,NA,NA,NA,NA
"1248",1921,1,NA,NA,NA,NA,NA,NA,NA,NA
"1249",1923,1,NA,NA,NA,NA,NA,NA,NA,NA
"1250",1924,1,NA,NA,NA,NA,NA,NA,NA,NA
"1251",1925,3,NA,NA,NA,NA,NA,NA,NA,NA
"1252",1926,1,NA,NA,NA,NA,NA,NA,NA,NA
"1253",1927,1,NA,NA,NA,NA,NA,NA,NA,NA
"1254",1928,1,NA,NA,NA,NA,NA,NA,NA,NA
"1255",1929,1,NA,NA,NA,NA,NA,NA,NA,NA
"1256",1931,1,NA,NA,NA,NA,NA,NA,NA,NA
"1257",1932,1,NA,NA,NA,NA,NA,NA,NA,NA
"1258",1933,9,53100,34,40,2000,"PLASTIC",3,1600.239733041,5
"1259",1934,1,NA,NA,NA,NA,NA,NA,NA,NA
"1260",1935,8,NA,34,46,100,"DIGITAL",NA,27876.16388843,5
"1261",1936,1,NA,NA,NA,NA,NA,NA,NA,NA
"1262",1937,5,NA,43,38,6500,"DIGITAL",NA,3546.8668851,2
"1263",1939,1,NA,NA,NA,NA,NA,NA,NA,NA
"1264",1940,3,NA,NA,NA,NA,NA,NA,NA,NA
"1265",1941,4,44100,30,31,18800,"PLASTIC",1,NA,NA
"1266",1943,6,53100,31,39,4500,"PLASTIC",1,1614.5585666,2
"1267",1944,1,NA,NA,NA,NA,NA,NA,NA,NA
"1268",1946,5,NA,32,43,19300,"DIGITAL",NA,211.15496249,2
"1269",1948,5,NA,37,32,1300,"DIGITAL",NA,1615.2520677,2
"1270",1949,3,NA,NA,NA,NA,NA,NA,NA,NA
"1271",1951,6,NA,39,31,42400,"DIGITAL",NA,1106.1709659,3
"1272",1954,7,NA,39,33,42000,"DIGITAL",NA,5114.3827003,4
"1273",1955,4,44620,32,40,2000,"PLASTIC",2,NA,NA
"1274",1956,5,11560,34,36,7200,"PLASTIC",1,2245.860624,1
"1275",1957,3,NA,NA,NA,NA,NA,NA,NA,NA
"1276",1959,4,44100,37,44,600,"PLASTIC",2,NA,NA
"1277",1961,3,NA,NA,NA,NA,NA,NA,NA,NA
"1278",1962,5,53100,35,40,33700,"PLASTIC",2,37.39967609,1
"1279",1964,1,NA,NA,NA,NA,NA,NA,NA,NA
"1280",1965,5,NA,43,37,8100,"DIGITAL",NA,1410.1390696,2
"1281",1966,5,44620,43,32,3600,"PLASTIC",2,5082.285811,1
"1282",1970,5,NA,33,49,12400,"DIGITAL",NA,1827.3515365,2
"1283",1971,3,NA,NA,NA,NA,NA,NA,NA,NA
"1284",1973,1,NA,NA,NA,NA,NA,NA,NA,NA
"1285",1974,3,NA,NA,NA,NA,NA,NA,NA,NA
"1286",1976,5,53100,42,34,6700,"PLASTIC",2,1717.785416,1
"1287",1977,8,11560,46,36,20400,"PLASTIC",2,230.789951165,4
"1288",1980,8,NA,40,42,34700,"DIGITAL",NA,6969.88919397,5
"1289",1982,4,11560,37,34,2600,"PLASTIC",0,NA,NA
"1290",1983,1,NA,NA,NA,NA,NA,NA,NA,NA
"1291",1984,3,NA,NA,NA,NA,NA,NA,NA,NA
"1292",1985,3,NA,NA,NA,NA,NA,NA,NA,NA
"1293",1986,1,NA,NA,NA,NA,NA,NA,NA,NA
"1294",1987,1,NA,NA,NA,NA,NA,NA,NA,NA
"1295",1988,9,11560,30,47,18300,"PLASTIC",1,2091.8129099,5
"1296",1989,6,44100,38,32,54500,"PLASTIC",1,952.3427855,2
"1297",1990,7,64000,41,49,26800,"PLASTIC",1,1324.986862281,3
"1298",1991,1,NA,NA,NA,NA,NA,NA,NA,NA
"1299",1992,8,11560,45,39,30800,"PLASTIC",3,4593.1166016,4
"1300",1993,1,NA,NA,NA,NA,NA,NA,NA,NA
"1301",1994,6,44100,38,45,8800,"PLASTIC",1,79.886024736,2
"1302",1995,3,NA,NA,NA,NA,NA,NA,NA,NA
"1303",1996,1,NA,NA,NA,NA,NA,NA,NA,NA
"1304",1998,4,64000,41,45,3800,"PLASTIC",1,NA,NA
"1305",1999,4,44620,40,32,35200,"PLASTIC",2,NA,NA
"1306",2001,5,NA,43,30,64700,"DIGITAL",NA,1400.443772,2
"1307",2002,9,53100,32,36,36800,"PLASTIC",1,14230.423785286,5
"1308",2003,7,44620,46,38,16400,"PLASTIC",0,17532.0147621,3
"1309",2006,3,NA,NA,NA,NA,NA,NA,NA,NA
"1310",2008,3,NA,NA,NA,NA,NA,NA,NA,NA
"1311",2009,3,NA,NA,NA,NA,NA,NA,NA,NA
"1312",2011,1,NA,NA,NA,NA,NA,NA,NA,NA
"1313",2012,6,53100,48,40,35100,"PLASTIC",0,528.08390103,2
"1314",2013,6,53100,44,35,2400,"PLASTIC",2,75.60844825,2
"1315",2014,1,NA,NA,NA,NA,NA,NA,NA,NA
"1316",2015,8,NA,34,47,15300,"DIGITAL",NA,738.86294816,5
"1317",2016,4,44100,32,49,54600,"PLASTIC",2,NA,NA
"1318",2018,8,NA,33,34,3100,"DIGITAL",NA,759.05942349,5
"1319",2019,1,NA,NA,NA,NA,NA,NA,NA,NA
"1320",2021,3,NA,NA,NA,NA,NA,NA,NA,NA
"1321",2022,1,NA,NA,NA,NA,NA,NA,NA,NA
"1322",2023,4,NA,44,40,3700,"DIGITAL",NA,5625.443611,1
"1323",2024,4,NA,41,43,2100,"DIGITAL",NA,10.4825975,1
"1324",2025,1,NA,NA,NA,NA,NA,NA,NA,NA
"1325",2027,3,NA,NA,NA,NA,NA,NA,NA,NA
"1326",2028,8,NA,42,39,2000,"DIGITAL",NA,10381.09922212,5
"1327",2029,6,11560,44,31,9900,"PLASTIC",2,396.731248041,2
"1328",2032,1,NA,NA,NA,NA,NA,NA,NA,NA
"1329",2033,1,NA,NA,NA,NA,NA,NA,NA,NA
"1330",2034,1,NA,NA,NA,NA,NA,NA,NA,NA
"1331",2035,8,NA,32,40,8100,"DIGITAL",NA,2332.84501313,5
"1332",2037,9,11560,46,42,8300,"PLASTIC",2,7058.39117643,5
"1333",2039,1,NA,NA,NA,NA,NA,NA,NA,NA
"1334",2040,4,44100,44,49,2000,"PLASTIC",0,NA,NA
"1335",2042,3,NA,NA,NA,NA,NA,NA,NA,NA
"1336",2043,3,NA,NA,NA,NA,NA,NA,NA,NA
"1337",2047,1,NA,NA,NA,NA,NA,NA,NA,NA
"1338",2051,9,11560,35,44,7600,"PLASTIC",1,10970.508869443,5
"1339",2052,3,NA,NA,NA,NA,NA,NA,NA,NA
"1340",2053,1,NA,NA,NA,NA,NA,NA,NA,NA
"1341",2057,4,NA,32,31,16500,"DIGITAL",NA,1009.884063,1
"1342",2059,4,44620,35,34,100,"PLASTIC",2,NA,NA
"1343",2061,7,44620,39,33,31400,"PLASTIC",4,710.54646484,3
"1344",2062,1,NA,NA,NA,NA,NA,NA,NA,NA
"1345",2063,3,NA,NA,NA,NA,NA,NA,NA,NA
"1346",2064,3,NA,NA,NA,NA,NA,NA,NA,NA
"1347",2065,1,NA,NA,NA,NA,NA,NA,NA,NA
"1348",2066,3,NA,NA,NA,NA,NA,NA,NA,NA
"1349",2070,3,NA,NA,NA,NA,NA,NA,NA,NA
"1350",2072,1,NA,NA,NA,NA,NA,NA,NA,NA
"1351",2073,7,11560,38,39,3600,"PLASTIC",3,4888.33715234,3
"1352",2074,1,NA,NA,NA,NA,NA,NA,NA,NA
"1353",2075,3,NA,NA,NA,NA,NA,NA,NA,NA
"1354",2078,3,NA,NA,NA,NA,NA,NA,NA,NA
"1355",2080,3,NA,NA,NA,NA,NA,NA,NA,NA
"1356",2082,7,44100,39,32,3200,"PLASTIC",3,1192.2312233,3
"1357",2083,9,44100,39,46,500,"PLASTIC",4,7553.57969256,5
"1358",2084,1,NA,NA,NA,NA,NA,NA,NA,NA
"1359",2085,4,53100,40,35,13200,"PLASTIC",2,NA,NA
"1360",2087,1,NA,NA,NA,NA,NA,NA,NA,NA
"1361",2088,6,11560,35,32,34200,"PLASTIC",3,765.71112375,2
"1362",2089,1,NA,NA,NA,NA,NA,NA,NA,NA
"1363",2090,3,NA,NA,NA,NA,NA,NA,NA,NA
"1364",2092,1,NA,NA,NA,NA,NA,NA,NA,NA
"1365",2093,3,NA,NA,NA,NA,NA,NA,NA,NA
"1366",2094,6,11560,40,44,400,"PLASTIC",3,7330.005699,2
"1367",2096,8,53100,48,38,16300,"PLASTIC",2,4129.85479406,4
"1368",2097,3,NA,NA,NA,NA,NA,NA,NA,NA
"1369",2098,4,44100,45,35,40300,"PLASTIC",0,NA,NA
"1370",2099,6,11560,37,36,4700,"PLASTIC",5,648.21766594,2
"1371",2101,6,64000,47,30,7400,"PLASTIC",3,173.75485248,2
"1372",2106,1,NA,NA,NA,NA,NA,NA,NA,NA
"1373",2108,7,NA,47,41,3400,"DIGITAL",NA,566.46666589,4
"1374",2109,9,11560,46,36,3500,"PLASTIC",1,4325.71242224,5
"1375",2110,6,44100,31,38,5300,"PLASTIC",3,2134.6873152,2
"1376",2112,3,NA,NA,NA,NA,NA,NA,NA,NA
"1377",2114,5,NA,37,32,10000,"DIGITAL",NA,9173.168349,2
"1378",2115,3,NA,NA,NA,NA,NA,NA,NA,NA
"1379",2116,1,NA,NA,NA,NA,NA,NA,NA,NA
"1380",2118,1,NA,NA,NA,NA,NA,NA,NA,NA
"1381",2120,3,NA,NA,NA,NA,NA,NA,NA,NA
"1382",2121,9,53100,47,37,18100,"PLASTIC",3,5708.195004997,5
"1383",2122,5,53100,49,35,1300,"PLASTIC",1,1344.666687,1
"1384",2125,1,NA,NA,NA,NA,NA,NA,NA,NA
"1385",2126,3,NA,NA,NA,NA,NA,NA,NA,NA
"1386",2127,8,44100,31,39,28400,"PLASTIC",1,5066.691317855,4
"1387",2128,1,NA,NA,NA,NA,NA,NA,NA,NA
"1388",2131,7,NA,31,32,17300,"DIGITAL",NA,2127.896229022,4
"1389",2132,3,NA,NA,NA,NA,NA,NA,NA,NA
"1390",2135,3,NA,NA,NA,NA,NA,NA,NA,NA
"1391",2137,3,NA,NA,NA,NA,NA,NA,NA,NA
"1392",2138,3,NA,NA,NA,NA,NA,NA,NA,NA
"1393",2139,1,NA,NA,NA,NA,NA,NA,NA,NA
"1394",2141,4,NA,33,49,59300,"DIGITAL",NA,283.6458358,1
"1395",2142,1,NA,NA,NA,NA,NA,NA,NA,NA
"1396",2143,4,NA,46,45,2500,"DIGITAL",NA,38.42164365,1
"1397",2144,1,NA,NA,NA,NA,NA,NA,NA,NA
"1398",2145,1,NA,NA,NA,NA,NA,NA,NA,NA
"1399",2146,3,NA,NA,NA,NA,NA,NA,NA,NA
"1400",2148,1,NA,NA,NA,NA,NA,NA,NA,NA
"1401",2150,1,NA,NA,NA,NA,NA,NA,NA,NA
"1402",2152,4,11560,42,47,11300,"PLASTIC",1,NA,NA
"1403",2153,1,NA,NA,NA,NA,NA,NA,NA,NA
"1404",2156,4,44100,43,48,4600,"PLASTIC",1,NA,NA
"1405",2157,3,NA,NA,NA,NA,NA,NA,NA,NA
"1406",2158,3,NA,35,34,35800,"DIGITAL",NA,NA,NA
"1407",2159,1,NA,NA,NA,NA,NA,NA,NA,NA
"1408",2160,8,11560,36,48,700,"PLASTIC",2,12371.307954,4
"1409",2162,8,NA,48,44,9300,"DIGITAL",NA,29589.95607519,5
"1410",2163,9,64000,46,41,26200,"PLASTIC",2,8683.812079107,5
"1411",2164,8,11560,46,47,49500,"PLASTIC",1,619.7904698,4
"1412",2168,4,NA,37,37,35800,"DIGITAL",NA,54.69364896,1
"1413",2170,8,44100,33,48,3800,"PLASTIC",3,1525.0071154,4
"1414",2171,8,44100,48,48,600,"PLASTIC",2,850.90304956,4
"1415",2172,6,53100,35,32,2100,"PLASTIC",4,97.91862288,2
"1416",2174,3,NA,NA,NA,NA,NA,NA,NA,NA
"1417",2175,4,53100,31,30,51400,"PLASTIC",3,NA,NA
"1418",2177,1,NA,NA,NA,NA,NA,NA,NA,NA
"1419",2178,5,NA,42,36,2200,"DIGITAL",NA,471.10097792,2
"1420",2179,4,53100,40,37,6400,"PLASTIC",3,NA,NA
"1421",2181,1,NA,NA,NA,NA,NA,NA,NA,NA
"1422",2182,3,NA,31,35,17500,"DIGITAL",NA,NA,NA
"1423",2185,5,NA,33,35,9900,"DIGITAL",NA,7853.3104241,2
"1424",2187,1,NA,NA,NA,NA,NA,NA,NA,NA
"1425",2188,5,11560,41,32,1100,"PLASTIC",3,267.4642495,1
"1426",2189,3,NA,NA,NA,NA,NA,NA,NA,NA
"1427",2191,3,NA,NA,NA,NA,NA,NA,NA,NA
"1428",2192,1,NA,NA,NA,NA,NA,NA,NA,NA
"1429",2195,3,NA,NA,NA,NA,NA,NA,NA,NA
"1430",2196,5,11560,49,49,16100,"PLASTIC",2,44.8824764,1
"1431",2197,3,NA,NA,NA,NA,NA,NA,NA,NA
"1432",2199,6,64000,42,39,2400,"PLASTIC",1,3688.792358,2
"1433",2201,1,NA,NA,NA,NA,NA,NA,NA,NA
"1434",2203,3,NA,NA,NA,NA,NA,NA,NA,NA
"1435",2204,1,NA,NA,NA,NA,NA,NA,NA,NA
"1436",2205,4,NA,33,31,1600,"DIGITAL",NA,16.96887452,1
"1437",2207,1,NA,NA,NA,NA,NA,NA,NA,NA
"1438",2209,5,53100,39,46,5500,"PLASTIC",1,7613.054092,1
"1439",2211,4,44100,33,30,23600,"PLASTIC",0,NA,NA
"1440",2213,1,NA,NA,NA,NA,NA,NA,NA,NA
"1441",2214,1,NA,NA,NA,NA,NA,NA,NA,NA
"1442",2215,1,NA,NA,NA,NA,NA,NA,NA,NA
"1443",2216,4,NA,31,35,12100,"DIGITAL",NA,24.62823531,1
"1444",2217,3,NA,NA,NA,NA,NA,NA,NA,NA
"1445",2218,1,NA,NA,NA,NA,NA,NA,NA,NA
"1446",2219,1,NA,NA,NA,NA,NA,NA,NA,NA
"1447",2220,3,NA,NA,NA,NA,NA,NA,NA,NA
"1448",2223,1,NA,NA,NA,NA,NA,NA,NA,NA
"1449",2224,1,NA,NA,NA,NA,NA,NA,NA,NA
"1450",2226,5,44100,41,47,28300,"PLASTIC",2,27.73093029,1
"1451",2227,1,NA,NA,NA,NA,NA,NA,NA,NA
"1452",2228,5,NA,42,39,15400,"DIGITAL",NA,934.63466855,2
"1453",2229,1,NA,NA,NA,NA,NA,NA,NA,NA
"1454",2230,3,NA,NA,NA,NA,NA,NA,NA,NA
"1455",2231,1,NA,NA,NA,NA,NA,NA,NA,NA
"1456",2232,3,NA,NA,NA,NA,NA,NA,NA,NA
"1457",2233,3,NA,NA,NA,NA,NA,NA,NA,NA
"1458",2234,3,NA,49,40,41000,"DIGITAL",NA,NA,NA
"1459",2235,3,NA,NA,NA,NA,NA,NA,NA,NA
"1460",2236,4,44100,34,37,200,"PLASTIC",2,NA,NA
"1461",2237,8,NA,45,38,13900,"DIGITAL",NA,12464.19846087,5
"1462",2239,6,NA,48,36,36800,"DIGITAL",NA,1778.78466426,3
"1463",2240,5,64000,46,47,9500,"PLASTIC",3,4653.136753,1
"1464",2241,5,44100,42,35,18300,"PLASTIC",1,59.86423928,1
"1465",2243,3,NA,NA,NA,NA,NA,NA,NA,NA
"1466",2246,8,NA,41,37,100,"DIGITAL",NA,6620.66832531,5
"1467",2249,5,44100,38,42,3000,"PLASTIC",3,331.7640963,1
"1468",2250,9,53100,47,31,2700,"PLASTIC",3,9421.55580532,5
"1469",2253,3,NA,NA,NA,NA,NA,NA,NA,NA
"1470",2254,1,NA,NA,NA,NA,NA,NA,NA,NA
"1471",2255,8,NA,49,33,12900,"DIGITAL",NA,20507.1323028,5
"1472",2256,3,NA,NA,NA,NA,NA,NA,NA,NA
"1473",2257,1,NA,NA,NA,NA,NA,NA,NA,NA
"1474",2258,3,NA,NA,NA,NA,NA,NA,NA,NA
"1475",2261,4,64000,30,40,6600,"PLASTIC",3,NA,NA
"1476",2264,3,NA,NA,NA,NA,NA,NA,NA,NA
"1477",2266,5,11560,37,45,700,"PLASTIC",4,98.62482309,1
"1478",2268,1,NA,NA,NA,NA,NA,NA,NA,NA
"1479",2269,1,NA,NA,NA,NA,NA,NA,NA,NA
"1480",2270,9,11560,49,37,4400,"PLASTIC",0,1372.46998506,5
"1481",2271,5,53100,37,48,20800,"PLASTIC",1,58.18055936,1
"1482",2272,7,44100,40,32,75400,"PLASTIC",1,25047.25452743,3
"1483",2273,8,53100,49,38,6500,"PLASTIC",2,9642.47684577,4
"1484",2274,8,11560,49,43,10100,"PLASTIC",0,4036.30713098,4
"1485",2278,1,NA,NA,NA,NA,NA,NA,NA,NA
"1486",2279,3,NA,NA,NA,NA,NA,NA,NA,NA
"1487",2280,3,NA,41,49,26400,"DIGITAL",NA,NA,NA
"1488",2283,8,53100,33,47,39100,"PLASTIC",2,769.80081237,4
"1489",2284,8,44100,44,39,7200,"PLASTIC",0,8787.9204337,4
"1490",2286,3,NA,NA,NA,NA,NA,NA,NA,NA
"1491",2287,6,NA,31,37,11700,"DIGITAL",NA,242.343954817,3
"1492",2288,8,NA,34,47,16400,"DIGITAL",NA,985.827428658,5
"1493",2290,1,NA,NA,NA,NA,NA,NA,NA,NA
"1494",2291,1,NA,NA,NA,NA,NA,NA,NA,NA
"1495",2292,4,44100,40,49,9500,"PLASTIC",3,NA,NA
"1496",2294,7,NA,39,36,26300,"DIGITAL",NA,9886.07530651,4
"1497",2295,1,NA,NA,NA,NA,NA,NA,NA,NA
"1498",2296,3,NA,NA,NA,NA,NA,NA,NA,NA
"1499",2297,1,NA,NA,NA,NA,NA,NA,NA,NA
"1500",2298,1,NA,NA,NA,NA,NA,NA,NA,NA
"1501",2299,7,44100,42,30,61600,"PLASTIC",3,200.33613749,3
"1502",2300,1,NA,NA,NA,NA,NA,NA,NA,NA
"1503",2301,8,53100,45,49,4500,"PLASTIC",3,1035.333712224,4
"1504",2303,8,NA,38,48,3900,"DIGITAL",NA,16625.95350671,5
"1505",2305,3,NA,NA,NA,NA,NA,NA,NA,NA
"1506",2306,6,NA,48,42,500,"DIGITAL",NA,698.7930698,3
"1507",2308,3,NA,NA,NA,NA,NA,NA,NA,NA
"1508",2309,3,NA,NA,NA,NA,NA,NA,NA,NA
"1509",2311,7,NA,40,30,22600,"DIGITAL",NA,6583.9479289,4
"1510",2313,3,NA,NA,NA,NA,NA,NA,NA,NA
"1511",2314,1,NA,NA,NA,NA,NA,NA,NA,NA
"1512",2315,1,NA,NA,NA,NA,NA,NA,NA,NA
"1513",2316,8,NA,46,38,10100,"DIGITAL",NA,2463.536831584,5
"1514",2318,9,64000,39,37,26000,"PLASTIC",2,17490.3790857,5
"1515",2319,8,NA,32,47,13600,"DIGITAL",NA,1553.078319853,5
"1516",2320,1,NA,NA,NA,NA,NA,NA,NA,NA
"1517",2327,6,11560,30,49,19400,"PLASTIC",3,10734.755144,2
"1518",2329,6,11560,33,37,34500,"PLASTIC",3,10052.2788527,2
"1519",2330,3,NA,NA,NA,NA,NA,NA,NA,NA
"1520",2331,7,NA,37,48,4800,"DIGITAL",NA,748.80482724,4
"1521",2332,3,NA,NA,NA,NA,NA,NA,NA,NA
"1522",2333,1,NA,NA,NA,NA,NA,NA,NA,NA
"1523",2334,1,NA,NA,NA,NA,NA,NA,NA,NA
"1524",2336,3,NA,NA,NA,NA,NA,NA,NA,NA
"1525",2338,3,NA,NA,NA,NA,NA,NA,NA,NA
"1526",2339,3,NA,NA,NA,NA,NA,NA,NA,NA
"1527",2341,5,64000,33,34,5800,"PLASTIC",3,33.21645678,1
"1528",2343,7,11560,48,48,15700,"PLASTIC",4,6091.974152,3
"1529",2345,1,NA,NA,NA,NA,NA,NA,NA,NA
"1530",2346,3,NA,NA,NA,NA,NA,NA,NA,NA
"1531",2350,7,53100,39,44,60400,"PLASTIC",3,1547.13671329,3
"1532",2351,3,NA,NA,NA,NA,NA,NA,NA,NA
"1533",2352,6,53100,30,42,3300,"PLASTIC",1,503.4194492,2
"1534",2353,3,NA,NA,NA,NA,NA,NA,NA,NA
"1535",2355,6,44100,39,39,10500,"PLASTIC",0,2205.8247327,2
"1536",2358,9,11560,49,48,600,"PLASTIC",3,8159.01693947,5
"1537",2359,5,44100,43,39,900,"PLASTIC",3,788.9397028,1
"1538",2360,3,NA,NA,NA,NA,NA,NA,NA,NA
"1539",2362,3,NA,NA,NA,NA,NA,NA,NA,NA
"1540",2364,3,NA,NA,NA,NA,NA,NA,NA,NA
"1541",2365,8,11560,46,43,33900,"PLASTIC",1,7498.99592665,4
"1542",2366,4,NA,36,49,17500,"DIGITAL",NA,333.9678097,1
"1543",2367,4,NA,36,34,10700,"DIGITAL",NA,7.053727276,1
"1544",2370,7,44100,45,40,2300,"PLASTIC",0,1689.4581743,3
"1545",2371,1,NA,NA,NA,NA,NA,NA,NA,NA
"1546",2372,1,NA,NA,NA,NA,NA,NA,NA,NA
"1547",2373,3,NA,NA,NA,NA,NA,NA,NA,NA
"1548",2375,4,53100,33,36,2900,"PLASTIC",1,NA,NA
"1549",2376,3,NA,NA,NA,NA,NA,NA,NA,NA
"1550",2377,1,NA,NA,NA,NA,NA,NA,NA,NA
"1551",2381,3,NA,NA,NA,NA,NA,NA,NA,NA
"1552",2383,8,44620,39,45,11800,"PLASTIC",2,3911.2732644,4
"1553",2384,3,NA,NA,NA,NA,NA,NA,NA,NA
"1554",2386,1,NA,NA,NA,NA,NA,NA,NA,NA
"1555",2387,1,NA,NA,NA,NA,NA,NA,NA,NA
"1556",2388,8,44100,47,46,9400,"PLASTIC",3,1156.76905363,4
"1557",2390,3,NA,NA,NA,NA,NA,NA,NA,NA
"1558",2391,9,53100,32,46,19600,"PLASTIC",2,56550.0677361,5
"1559",2392,8,NA,37,41,100,"DIGITAL",NA,4350.79624629,5
"1560",2395,9,53100,46,30,6400,"PLASTIC",2,3769.12126286,5
"1561",2396,4,NA,30,41,34600,"DIGITAL",NA,963.2465386,1
"1562",2398,5,NA,33,31,18200,"DIGITAL",NA,58293.09373232,2
"1563",2399,4,44100,38,34,18400,"PLASTIC",1,NA,NA
"1564",2401,1,NA,NA,NA,NA,NA,NA,NA,NA
"1565",2402,3,NA,NA,NA,NA,NA,NA,NA,NA
"1566",2404,1,NA,NA,NA,NA,NA,NA,NA,NA
"1567",2405,6,44620,48,38,18800,"PLASTIC",3,1107.53700959,2
"1568",2406,1,NA,NA,NA,NA,NA,NA,NA,NA
"1569",2407,3,NA,NA,NA,NA,NA,NA,NA,NA
"1570",2408,6,64000,32,37,9000,"PLASTIC",2,610.7004539,2
"1571",2409,1,NA,NA,NA,NA,NA,NA,NA,NA
"1572",2412,8,NA,30,38,3500,"DIGITAL",NA,15131.61579562,5
"1573",2413,1,NA,NA,NA,NA,NA,NA,NA,NA
"1574",2418,4,NA,49,43,7800,"DIGITAL",NA,468.9476941,1
"1575",2420,6,NA,30,36,21700,"DIGITAL",NA,8073.0253718,3
"1576",2421,1,NA,NA,NA,NA,NA,NA,NA,NA
"1577",2423,3,NA,NA,NA,NA,NA,NA,NA,NA
"1578",2425,1,NA,NA,NA,NA,NA,NA,NA,NA
"1579",2426,1,NA,NA,NA,NA,NA,NA,NA,NA
"1580",2427,3,NA,NA,NA,NA,NA,NA,NA,NA
"1581",2428,4,53100,46,40,2000,"PLASTIC",1,NA,NA
"1582",2430,3,NA,NA,NA,NA,NA,NA,NA,NA
"1583",2431,7,44100,44,42,42400,"PLASTIC",1,77125.1234551,3
"1584",2432,3,NA,NA,NA,NA,NA,NA,NA,NA
"1585",2433,1,NA,NA,NA,NA,NA,NA,NA,NA
"1586",2435,3,NA,NA,NA,NA,NA,NA,NA,NA
"1587",2436,1,NA,NA,NA,NA,NA,NA,NA,NA
"1588",2437,7,44100,40,43,12000,"PLASTIC",1,4815.26634895,3
"1589",2439,5,64000,32,45,20500,"PLASTIC",4,216.2798196,1
"1590",2440,1,NA,NA,NA,NA,NA,NA,NA,NA
"1591",2441,1,NA,NA,NA,NA,NA,NA,NA,NA
"1592",2443,6,NA,48,33,24000,"DIGITAL",NA,1447.1122136,3
"1593",2444,3,NA,NA,NA,NA,NA,NA,NA,NA
"1594",2445,3,NA,NA,NA,NA,NA,NA,NA,NA
"1595",2447,1,NA,NA,NA,NA,NA,NA,NA,NA
"1596",2448,1,NA,NA,NA,NA,NA,NA,NA,NA
"1597",2450,3,NA,NA,NA,NA,NA,NA,NA,NA
"1598",2452,1,NA,NA,NA,NA,NA,NA,NA,NA
"1599",2457,6,53100,41,40,23000,"PLASTIC",2,55.87546151,2
"1600",2460,4,44100,31,42,2700,"PLASTIC",2,NA,NA
"1601",2461,4,44100,36,35,6500,"PLASTIC",1,NA,NA
"1602",2463,8,11560,33,40,20800,"PLASTIC",1,933.548440467,4
"1603",2464,3,NA,NA,NA,NA,NA,NA,NA,NA
"1604",2466,8,53100,38,37,10900,"PLASTIC",1,3734.84475338,4
"1605",2467,1,NA,NA,NA,NA,NA,NA,NA,NA
"1606",2472,8,64000,46,34,17800,"PLASTIC",0,3204.47086762,4
"1607",2476,4,NA,48,39,2200,"DIGITAL",NA,4288.181133,1
"1608",2477,1,NA,NA,NA,NA,NA,NA,NA,NA
"1609",2478,1,NA,NA,NA,NA,NA,NA,NA,NA
"1610",2480,1,NA,NA,NA,NA,NA,NA,NA,NA
"1611",2481,1,NA,NA,NA,NA,NA,NA,NA,NA
"1612",2482,5,53100,31,46,12800,"PLASTIC",2,23.74251981,1
"1613",2485,5,53100,48,46,24000,"PLASTIC",4,71.8955215,1
"1614",2486,1,NA,NA,NA,NA,NA,NA,NA,NA
"1615",2488,1,NA,NA,NA,NA,NA,NA,NA,NA
"1616",2489,3,NA,NA,NA,NA,NA,NA,NA,NA
"1617",2491,3,NA,NA,NA,NA,NA,NA,NA,NA
"1618",2493,3,NA,NA,NA,NA,NA,NA,NA,NA
"1619",2495,5,NA,33,43,6000,"DIGITAL",NA,144.087808954,2
"1620",2496,6,53100,34,40,8000,"PLASTIC",1,2454.3069723,2
"1621",2497,9,44100,35,37,900,"PLASTIC",1,1257.07900465,5
"1622",2498,1,NA,NA,NA,NA,NA,NA,NA,NA
"1623",2500,7,11560,44,42,10500,"PLASTIC",1,388.34778619,3
"1624",2501,1,NA,NA,NA,NA,NA,NA,NA,NA
"1625",2502,3,NA,NA,NA,NA,NA,NA,NA,NA
"1626",2503,5,53100,36,36,13700,"PLASTIC",4,190.7751417,1
"1627",2504,4,11560,30,43,12500,"PLASTIC",4,NA,NA
"1628",2505,1,NA,NA,NA,NA,NA,NA,NA,NA
"1629",2506,7,NA,44,46,3600,"DIGITAL",NA,2785.33589392,4
"1630",2507,3,NA,NA,NA,NA,NA,NA,NA,NA
"1631",2508,1,NA,NA,NA,NA,NA,NA,NA,NA
"1632",2509,3,NA,NA,NA,NA,NA,NA,NA,NA
"1633",2510,3,NA,NA,NA,NA,NA,NA,NA,NA
"1634",2512,3,NA,NA,NA,NA,NA,NA,NA,NA
"1635",2513,5,44620,32,47,18600,"PLASTIC",2,1129.397153,1
"1636",2514,7,53100,42,35,900,"PLASTIC",2,1189.2980515,3
"1637",2515,3,NA,NA,NA,NA,NA,NA,NA,NA
